,ADAL,ADAR,ADEL,ADER,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,AIAL,AIAR,AIBL,AIBR,AIML,AIMR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,ALA,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVFL,AVFR,AVHL,AVHR,AVJL,AVJR,AVKL,AVKR,AVL,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,BDUL,BDUR,CEPDL,CEPDR,CEPVL,CEPVR,DVA,DVC,FLPL,FLPR,HSNL,HSNR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,PVCL,PVCR,PVNL,PVNR,PVPL,PVPR,PVQL,PVQR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RICL,RICR,RID,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,RIS,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SAADL,SAADR,SAAVL,SAAVR,SABD,SDQL,SDQR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,VB01,VB02,VC01,VD01
ASHR,0,27388,0,0,0,6789,0,13636,0,0,15,18510,0,8787,0,373,0,0,0,101,314,4396,0,0,0,0,0,0,0,6134,0,669,0,0,0,31,0,0,0,0,0,0,0,9834,0,34102,12317,3098,0,5057,2930,2870,13810,0,2490,324,0,0,0,883,206,9599,866,8122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14934,6557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3470,2,0,0,0,6890,0,7999,0,0,0,846,0,0,0,5399,0,450,24043,0,0,0,0,4153,0,0,6885,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2838,0,0,0,0,0,0,0,0,0,1307,0,1591,0,0,0,0,0,0,0,0
ASIL,0,0,269,0,4225,0,0,0,355,164,9507,0,1398,0,132,0,291,6146,2882,0,457,0,0,0,0,0,0,0,1683,24323,16618,0,0,0,0,0,1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016,0,0,0,31294,22475,0,0,0,0,0,0,1041,0,0,0,0,0,0,0,540,0,1122,0,0,0,193,0,0,0,0,0,870,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,0,3177,0,0,0,0,0,0,0,0,0,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,343,0,0
ASIR,0,114,0,0,0,25,0,0,0,1441,667,10872,0,4257,0,0,34,2327,0,1213,0,0,0,0,0,0,0,0,5486,2639,0,22869,0,0,1270,0,0,3900,0,0,0,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1326,0,0,7406,53374,0,0,0,0,0,146,0,2097,0,0,0,0,0,0,0,558,0,1012,0,0,0,647,0,0,0,0,0,974,0,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0,4124,0,0,0,0,0,0,0,0,0,1126,0,0,0,0,0,610,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,415,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0
ASJL,0,0,1088,0,0,0,0,0,0,0,0,0,0,0,24899,616,0,1423,0,0,0,0,11335,1191,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3708,13860,0,0,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834,0,759,0,0,0,0,0,0,0,0,0,2561,0,0,0,0,0,0,0,0,0,635,0,0,0,0,0,0,0,0,0,0,0,0,0,59169,1482,0,0,0,0,0,0,0,0,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,0,0
ASJR,0,0,0,601,0,0,0,0,0,0,0,0,0,0,0,28625,1362,0,0,0,0,0,12643,0,9,0,358,0,0,0,0,0,0,0,0,0,3443,0,0,0,0,0,0,0,0,0,0,0,0,0,8420,10467,0,133,354,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,2225,0,0,0,0,0,0,0,0,0,1109,0,0,0,0,0,0,0,0,0,694,0,512,0,0,186,0,0,0,0,156,0,0,0,53145,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASKL,0,0,0,0,0,0,11349,1988,0,0,58456,1357,18011,0,7403,0,0,5748,421,0,0,0,2910,0,0,0,0,0,8392,961,662,0,3570,0,5902,0,24551,0,0,7177,0,0,0,0,0,0,0,0,0,0,6202,4397,0,0,0,0,0,0,0,0,7735,0,1857,0,3849,242,0,0,0,0,0,0,0,0,0,0,0,0,12607,9368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33490,500,0,0,0,0,0,0,0,0,309,407,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920,0,0
ASKR,0,120,0,0,0,0,0,19398,0,0,1119,45000,0,8661,0,4796,5187,0,0,0,0,0,9781,0,0,0,0,0,0,5135,0,2566,0,2142,0,3156,1674,23216,0,0,0,0,0,0,0,64,0,65,0,0,0,2113,0,305,0,175,0,0,0,0,0,2519,0,0,0,11899,0,0,0,0,0,0,0,850,0,0,0,0,3526,9576,0,256,0,0,0,0,0,0,0,264,0,0,0,389,0,0,0,0,0,0,0,0,0,918,0,0,51,36476,0,0,0,0,0,111,0,0,642,0,6047,0,0,0,0,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179,0,0,175,0,0,0,120,0,0,0,0,0,0,1739,0,0,0,0,0,0,0,0,0,0,0,185,0,6,0,0,0,0,0,0
AUAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1580,0,0,585,0,0,0,0,0,0,5996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,2940,0,0,77,1606,0,0,0,0,0,7789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVAL,6268,10049,6997,17663,0,0,0,0,0,0,276,0,22629,424,0,0,0,111,0,0,0,0,0,0,0,188,1047,16906,0,4042,111,0,0,0,3276,0,0,0,0,0,7649,0,0,0,5237,8306,11699,952,1223,0,0,0,2442,4241,0,2076,3546,273,0,0,0,0,0,0,1951,1787,3193,10953,0,579,0,0,0,0,8180,10444,20399,4272,0,0,0,0,0,0,0,658,0,0,0,0,0,0,0,1292,0,0,214,0,1179,0,8229,7464,0,0,4159,2744,0,0,0,23,12836,4682,1730,0,6304,7982,1950,0,0,41,2726,0,6543,28708,0,0,3257,0,4148,318,717,0,744,0,4460,0,0,0,0,0,0,2950,0,0,5495,6802,37709,8183,0,3627,4523,560,8198,535,0,1620,105,2349,0,250,6177,88,195,3083,24116,9429,1084,0,0,0,0,11,0,0,0,1146,10,54,3199,0,0,0,0
AVAR,14715,11953,15501,4988,0,337,0,0,0,0,0,0,356,23133,0,288,750,0,0,0,583,0,0,183,0,2123,0,8177,651,0,0,0,0,0,0,6436,0,0,0,0,0,8905,8198,0,14285,9289,2833,5958,0,0,3113,0,8096,6224,4334,717,3603,5513,0,0,0,0,0,0,1410,3400,10170,2584,0,0,0,0,0,0,1837,8932,5778,10209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,12731,7111,187,0,7780,5173,320,0,0,0,3559,9116,0,1830,9779,22516,1417,4408,0,3103,0,0,16193,7570,0,0,1651,1187,3099,8333,0,0,259,448,0,1152,0,0,0,0,1737,0,0,0,2868,6518,9599,29452,0,1481,284,1134,0,0,2853,2569,2083,823,3138,6281,817,777,0,18378,99,13,11261,0,0,0,0,0,0,0,0,1130,1592,2061,95,10676,0,0,0
AVBL,3645,4650,0,0,3846,0,0,0,0,0,0,0,21380,0,0,0,0,0,1139,0,2562,0,0,5028,0,0,0,21135,0,0,4091,0,0,0,0,0,0,0,0,0,260,0,0,0,0,6605,19237,12358,7973,415,3506,2037,7345,10893,13623,28102,6817,0,2813,6837,1960,0,0,0,0,0,0,2145,946,853,0,0,41,78,19247,4793,0,5750,0,0,0,0,0,0,0,133,0,32,0,0,0,0,0,0,0,0,0,0,0,0,40439,43751,2568,3312,15860,23115,0,0,9860,3844,0,161,1785,2997,180,12080,3968,17088,0,0,7946,854,11991,2993,3226,2039,297,2148,2991,5632,0,0,0,0,0,122,0,0,0,708,0,854,0,0,0,0,155,2134,0,12418,13570,0,422,0,1248,2746,9151,21650,6800,720,0,0,0,0,0,0,2456,0,0,0,122,168,0,0,0,305,694,529,1201,0,0,0,0
AVBR,13307,8394,0,0,0,2665,0,0,0,0,1275,0,0,13353,657,0,0,0,414,1281,0,6038,0,3,3013,0,0,8324,0,0,0,26,0,0,0,0,0,0,0,0,0,520,0,0,0,0,9656,14276,848,10069,627,4524,8682,7293,39707,10940,1124,2264,0,1802,0,2108,0,0,0,0,0,0,0,5678,0,0,0,39,19330,0,3327,262,0,0,0,0,0,0,407,0,216,218,0,0,359,0,0,0,0,36,0,97,0,0,45044,41834,5253,3646,20114,17994,0,97,5235,0,0,0,3877,1101,2590,669,17650,2605,23611,5615,0,1813,5117,9607,726,1744,321,211,5287,362,0,0,0,0,967,0,0,0,0,0,0,0,0,0,179,0,1832,737,0,1106,16375,0,0,837,327,5417,584,7317,7710,743,0,3624,0,0,0,1596,0,0,70,570,0,0,299,0,0,720,817,227,366,0,0,0,0
AVDL,1515,6095,1270,416,0,0,0,0,0,0,0,429,0,1644,3010,0,0,1574,0,0,0,214,1763,1210,10256,0,0,7462,0,0,0,0,0,0,0,0,1193,0,0,0,0,1094,0,0,0,0,0,541,0,14497,767,79,11017,0,13278,2556,0,0,0,7510,0,0,0,0,0,0,7714,4590,1077,5082,536,593,0,752,15739,0,157,4827,0,0,0,533,0,0,0,0,97,527,0,0,0,0,218,0,25,1006,0,1118,0,0,14533,13299,548,4889,0,3780,0,0,5889,0,0,0,0,0,444,1047,10125,827,527,123,2469,0,449,1892,0,206,0,0,2637,0,0,0,0,0,0,998,0,0,0,0,0,0,0,0,239,103,744,1176,0,2020,0,0,5662,0,3127,2082,2232,15880,1660,0,124,0,2843,0,0,0,1648,178,0,0,0,886,3517,0,0,1660,1259,0,1901,0,0,0,0
AVDR,7669,3183,0,1845,0,0,0,0,0,0,963,0,3231,1799,0,3835,0,118,0,0,0,2421,2047,10878,4521,0,0,3745,0,0,0,0,0,0,0,0,0,1474,0,0,787,198,0,0,0,0,0,0,8131,562,427,0,0,7496,1165,25814,0,0,0,6022,0,0,0,0,0,0,4063,7251,1982,339,888,3985,1714,0,13129,0,390,27,0,0,653,238,0,0,0,0,564,0,0,0,0,0,0,307,727,371,597,0,0,0,19808,15050,1331,754,1785,454,0,49,185,1006,0,0,1889,0,976,240,19468,2612,994,5860,187,262,3374,927,0,0,2206,0,2329,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1845,0,0,0,0,240,2512,0,0,0,2075,2275,913,14052,385,1970,1424,0,0,0,0,0,0,156,0,0,617,1116,0,0,335,1189,2102,0,0,0,0,0
AVEL,1552,184,2591,0,0,123,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,8584,2872,0,0,0,762,0,0,0,0,0,0,0,0,65,0,0,0,10898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1391,24364,1354,4363,529,0,0,0,0,0,0,815,14352,338,0,0,14594,0,8333,14640,4106,0,10801,0,0,0,0,1725,1266,0,0,0,0,0,0,0,0,0,27403,0,73,0,384,0,0,0,0,0,0,0,669,0,0,0,3568,0,0,0,0,130,0,1437,1017,0,5474,817,0,0,0,0,0,1120,8903,0,0,0,0,0,0,0,0,874,0,14,1023,0,324,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,342,7245,0,5756,0,0,553,0
AVER,73,451,0,4525,0,0,0,0,0,0,0,0,0,0,392,825,0,4,0,0,0,0,13456,0,0,0,0,201,0,0,0,0,0,0,0,0,0,10,0,0,265,14280,0,0,0,0,0,0,844,0,247,0,0,0,1605,0,5283,18120,0,94,0,0,0,0,0,0,19263,0,0,0,10288,382,8438,0,14704,1843,0,950,0,0,0,0,2474,2541,0,0,0,121,0,0,0,0,31351,0,347,0,0,0,0,0,0,0,0,0,4106,0,0,1347,0,0,0,0,0,0,0,0,0,0,0,3817,4736,3536,0,0,0,0,950,7148,0,0,0,0,0,0,0,0,0,127,0,405,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,10096,1313,11658,0,0,0,0,0
AVFL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55282,2647,3844,4268,2357,0,2273,0,0,0,0,0,0,0,0,0,0,1483,3221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13386,9702,1596,0,11064,244,0,0,0,0,0,0,0,0,2144,10272,6756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0
AVFR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2864,1215,1503,0,648,0,0,0,0,0,0,0,0,0,0,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8789,4598,0,0,16355,15172,0,0,0,0,0,0,0,0,3348,11114,4228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,190,214,0,0
AVHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837,13641,226,0,0,0,3652,0,0,0,0,0,0,0,0,1318,4130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,39301,91,0,0,0,0,0,0,0,608,0,3998,3680,6628,0,0,0,0,0,0,0,14633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9539,0,651,0,645,0,0,0,0,0,0,0,0,1708,1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765,1970,31584,0,0,258,0,0,0,0,0,0,0,0,29,4925,1779,2044,0,0,0,0,0,0,20864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVJL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4724,0,0,0,4099,0,0,0,0,0,0,0,0,884,7859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3879,8706,0,3088,0,0,3861,0,0,0,0,0,671,0,543,1098,11920,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2157,0,0,0,0,0,0,0,0,0,0
AVJR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5990,0,0,0,0,0,0,0,0,5407,2299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5663,11371,0,0,0,0,4424,0,0,0,0,0,0,108,7476,9329,2404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVKL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2612,1713,0,0,6394,0,0,0,0,0,3928,2661,0,0,0,9438,9821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,403,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,17228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5243,0,0,0,0,0,0,0,0,0,4251,2039,0,0,0,13463,8272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,254,0,0
AVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,0,0,0,40890,49929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,4396,838,0,0,0,102,15190,0,0,0,0,0,14018,0,0,0,0,0,0,0,0,0,2868,3392,3234,14359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2460,0
AVM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11278,6960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4417,3800,0,0,0,0,7428,0,0,0,0,0,0,0,14234,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWAL,1813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3701,0,0,0,0,0,3,0,0,0,2246,0,0,0,0,0,0,0,0,0,4974,6836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3266,0,0,0,0,0,0,0,0,0,0,2399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6179,0,0,0,0,0,192,0,0,0,4514,0,0,0,0,0,0,0,0,514,3263,273,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,4807,0,0,0,0,0,0,0,0,0,0,7255,0,1552,0,0,0,0,0,3808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0
AWBL,1294,0,0,0,23295,0,0,0,230,0,4909,850,331,827,1838,0,0,0,3228,391,19380,526,0,0,0,0,0,0,18213,946,61,0,0,0,5892,0,6326,0,0,0,2173,0,256,0,1955,0,0,0,0,0,2700,0,0,14115,0,0,0,0,0,0,41545,410,0,1017,384,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,204,0,0,2,0,0,0,0,0,735,0,3209,0,0,0,666,4781,790,1031,0,0,0,0,0,0,1703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,0,7577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0
AWBR,0,1538,0,0,0,18464,0,0,0,157,418,875,1217,992,0,1741,0,0,0,2048,0,14178,0,0,515,0,0,0,486,10570,0,1274,0,0,0,3077,0,1325,0,0,197,3655,0,430,0,211,0,0,0,0,1869,0,9979,0,104,0,0,0,0,0,0,36617,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,0,0,0,0,0,0,0,190,0,0,0,0,0,617,0,5730,290,0,0,0,8509,0,130,0,0,0,0,0,9388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,1526,0,20515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645,0,0,0,0
AWCL,0,0,0,0,348,0,0,0,23228,945,1689,12540,16341,2624,0,0,8586,7126,27174,2761,3570,1634,0,0,0,0,0,0,38474,7397,21203,645,0,0,0,0,0,0,0,0,3486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,31,477,0,0,0,0,0,0,0,0,243,210,577,0,0,0,198,0,0,0,0,340,1271,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2684,861,3664,0,0,0,304,0,0,0,0,0,3805,0,0,0,114,0,553,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0
AWCR,0,0,0,0,72,0,0,0,1188,4764,9194,22287,5128,36737,0,0,3405,6225,15863,14270,4711,2362,574,0,0,0,0,0,33551,49028,163,22108,0,0,0,0,0,0,0,0,0,2554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,0,0,48485,0,0,0,0,0,0,0,630,1310,0,0,0,0,0,0,0,653,1239,0,0,0,69,251,0,0,0,0,241,111,117,279,0,0,0,0,0,0,0,0,0,0,1,0,0,0,750,108,0,1841,0,0,75,0,0,0,0,0,0,3759,0,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0,1361,0,0,0,0,0,135,288,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0
