"Name","Runtime","Hostname","Notes","GPU Type","Tags","config.epochs","config.input_dim","config.lambda_reg","config.learning_rate","config.reduced_dim","final_test_metrics.geodesic_distance","final_test_metrics.mae","final_test_metrics.mse","final_test_metrics.pearson_corr","final_test_metrics.r2","final_train_metrics.geodesic_distance","final_train_metrics.mae","final_train_metrics.mse","final_train_metrics.pearson_corr","final_train_metrics.r2","test_mse_loss","test_pearson","train_mse_loss","train_pearson"
"dynamic_mlp_transcriptome_FC_random_fold3_final_eval","1","gh005.hpc.nyu.edu","-","NVIDIA H100 80GB HBM3","cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, model_dynamic_mlp, omit_subcortical_False, outerfold_3, parcellation_S100, split_random1, target_FC","100","21520","","0.00009","","7.926965952573241","0.08198194209707774","0.01013667820365052","0.5619345671224352","0.26414822347706735","7.937237142261002","0.034814840055350224","0.0029451207806060436","0.898479339534497","0.7941292969583291","0.004303965251892805","0.5612886945406595","0.0029290758458704784","0.6346238152734165"
"dynamic_mlp_euclidean_SC_random_fold3_final_eval","1","ga043.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","cv_type_random, feature_type_euclidean, final_eval, gene_list_0.2, hemisphere_left, model_dynamic_mlp, omit_subcortical_False, outerfold_3, parcellation_S400, split_random42, target_SC","150","6","","0.0001","","13.742766486891924","0.7745108505432509","2.6065685335841","0.5616996669338429","0.2608102608639208","15.937636193739632","0.5448874474173377","1.4290532079203306","0.7598541626050564","0.5515472660272907","0.0746658065102317","0.5570478927005421","0.060486561775502594","0.6820057016788142"
"xgboost_transcriptome_FC_random_fold0_final_eval","1","ga006.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, model_xgboost, omit_subcortical_False, outerfold_0, parcellation_S100, split_random42, target_FC","","","","0.01","","6.509287897404465","0.07053021481051998","0.008949258273855698","0.5616758152578145","0.2951581822348164","9.281564723134537","0.0617708723273476","0.007817387949493297","0.7141774624661695","0.4864120973528257","","","",""
"dynamic_mlp_transcriptome_FC_random_fold0_final_eval","1","gh005.hpc.nyu.edu","-","NVIDIA H100 80GB HBM3","cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, model_dynamic_mlp, omit_subcortical_False, outerfold_0, parcellation_S100, split_random42, target_FC","100","21520","","0.0001","","7.079283427157999","0.06811076586112837","0.009094445387567877","0.5592342780921552","0.2837232737749802","7.850631759867521","0.030395263972534906","0.0021391825585765647","0.9305097720013716","0.8594596698108137","0.003734073368832469","0.5470144748687744","0.002876091324391642","0.6848339544875282"
"pls_transcriptome_FC_random_fold3_final_eval","1","gh003.hpc.nyu.edu","-","NVIDIA H100 80GB HBM3","cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, model_pls, omit_subcortical_False, outerfold_3, parcellation_S100, split_random1, target_FC","","","","","","5.858092935820757","0.08625719417131063","0.011736752948884963","0.5559163507833293","0.1479940139623349","11.102799698780355","0.07564588232181749","0.010623125913854932","0.5073648720665767","0.25741911340713475","","","",""
"xgboost_euclidean_SC_random_fold1_final_eval","1","ga006.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","cv_type_random, feature_type_euclidean, final_eval, gene_list_0.2, hemisphere_both, model_xgboost, omit_subcortical_False, outerfold_1, parcellation_S100, split_random1, target_SC","","","","0.3","","7.136312481730082","1.9799974209833615","7.008482587620728","0.5556104202796375","0.29624760707378395","13.023879028237957","1.7908095995832678","5.074522521820916","0.7321804560914505","0.5226336549151117","","","",""
"dynamic_mlp_transcriptome_FC_random_fold0_final_eval","1","gh010.hpc.nyu.edu","-","NVIDIA H100 80GB HBM3","cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_left, model_dynamic_mlp, omit_subcortical_False, outerfold_0, parcellation_S400, split_random42, target_FC","100","14760","","0.00009","","8.287160029495075","0.11817086100921362","0.027195659767558222","0.5520777670346338","0.16645513052280414","11.237967211959496","0.022341234537661302","0.001103658115695553","0.985664195167787","0.969824639301663","0.007963424548506737","0.5560551881790161","0.0018790987646207216","0.9264930045604706"
"xgboost_euclidean_SC_random_fold1_final_eval","1","ga006.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","cv_type_random, feature_type_euclidean, final_eval, gene_list_0.2, hemisphere_both, model_xgboost, omit_subcortical_False, outerfold_1, parcellation_S100, split_random42, target_SC","","","","0.3","","6.185927303440953","1.927519804957935","6.202795847672244","0.5492568362593834","0.2744266122591852","11.957973841555669","1.6882639159097594","4.7112821012788295","0.7533717802479188","0.5549362391578836","","","",""
"pls_transcriptome_FC_random_fold2_final_eval","1","gh003.hpc.nyu.edu","-","NVIDIA H100 80GB HBM3","cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, model_pls, omit_subcortical_False, outerfold_2, parcellation_S100, split_random1, target_FC","","","","","","7.757861488862655","0.07576198403459611","0.011401707465427707","0.5476628513131779","0.2970768945065526","10.864516899726528","0.0787982153233083","0.010479770721979708","0.48533091998060546","0.23554610188922165","","","",""
"bilinear_lowrank_transcriptome_FC_random_fold2_final_eval","1","gv006.hpc.nyu.edu","-","Tesla V100-PCIE-32GB","cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_left, model_bilinear_lowrank, omit_subcortical_False, outerfold_2, parcellation_S400, split_random42, target_FC","150","7380","0.01","0.0005","5","11.970284073574046","0.11691608525997949","0.025617743365674975","0.5462040244545184","0.2872343467017906","16.306927184051137","0.07532452581786857","0.011426834002473437","0.8350764001416856","0.6764489744146744","0.03710181401534514","0.5411245606162332","0.022935122915423743","0.8356783071366867"
"dynamic_mlp_euclidean_SC_random_fold2_final_eval","1","ga043.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","cv_type_random, feature_type_euclidean, final_eval, gene_list_0.2, hemisphere_left, model_dynamic_mlp, omit_subcortical_False, outerfold_2, parcellation_S400, split_random42, target_SC","100","6","","0.00009","","11.70278008204806","0.6535284857499496","2.1291790214258532","0.545578723518814","0.2634698215194239","14.346375391458146","0.5223544506390828","1.221246720726129","0.8084537231329285","0.634889956674463","0.06291117282076315","0.545375645160675","0.058530887422880325","0.7402283726352277"
"xgboost_euclidean_SC_random_fold0_final_eval","1","ga006.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","cv_type_random, feature_type_euclidean, final_eval, gene_list_0.2, hemisphere_both, model_xgboost, omit_subcortical_False, outerfold_0, parcellation_S100, split_random42, target_SC","","","","0.3","","6.862173211786293","2.06490059634864","6.696179058351773","0.542399335013083","0.2781199881164381","12.015650559284287","1.5518699471671802","4.10411975089031","0.7774588090274723","0.6001793161150806","","","",""
"dynamic_mlp_transcriptome_FC_random_fold3_final_eval","0","gh010.hpc.nyu.edu","-","NVIDIA H100 80GB HBM3","cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, model_dynamic_mlp, omit_subcortical_False, outerfold_3, parcellation_S100, split_random1, target_FC","150","21520","","0.0001","","5.521463367887501","0.08233212722563385","0.0101712205356781","0.5417573903997233","0.26164069232365805","7.03452322071766","0.03247259830938098","0.002562012084083394","0.911848776365725","0.8209094742651036","0.004345096958180268","0.5394351283709208","0.0025480976809972317","0.6558446843048622"
"dynamic_mlp_euclidean_SC_random_fold2_final_eval","1","ga043.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","cv_type_random, feature_type_euclidean, final_eval, gene_list_0.2, hemisphere_left, model_dynamic_mlp, omit_subcortical_False, outerfold_2, parcellation_S400, split_random1, target_SC","100","6","","0.0001","","14.764844650666232","0.5895850149365831","1.837541109602738","0.5399199680085842","0.25510899572749746","15.179316852597394","0.5328186258531945","1.2834237099241323","0.8114905257257515","0.6409405221606878","0.0563684112646363","0.5350634157657623","0.05926754661273248","0.7607722488960417"
"dynamic_mlp_euclidean_SC_random_fold0_final_eval","1","ga043.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","cv_type_random, feature_type_euclidean, final_eval, gene_list_0.2, hemisphere_left, model_dynamic_mlp, omit_subcortical_False, outerfold_0, parcellation_S400, split_random42, target_SC","150","6","","0.00009","","9.90637126055843","0.7982359849109173","2.542553795237975","0.5393702035845315","0.2405441820985036","16.013616070410624","0.5272765618549812","1.4136747941025236","0.773308449293316","0.5563915118628329","0.07799484642843406","0.5310803626974424","0.05685221016407013","0.7149555975198746"
"xgboost_euclidean_SC_random_fold3_final_eval","1","ga006.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","cv_type_random, feature_type_euclidean, final_eval, gene_list_0.2, hemisphere_both, model_xgboost, omit_subcortical_False, outerfold_3, parcellation_S100, split_random42, target_SC","","","","0.3","","6.5833686894346695","2.264496145829448","8.70594430883356","0.538176792522354","0.27028029437468204","14.631844934028551","1.6970926091024423","4.858783166286693","0.7154819523467938","0.4966330508548229","","","",""
"xgboost_euclidean_SC_random_fold0_final_eval","0","ga006.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","cv_type_random, feature_type_euclidean, final_eval, gene_list_0.2, hemisphere_both, model_xgboost, omit_subcortical_False, outerfold_0, parcellation_S100, split_random1, target_SC","","","","0.3","","6.371308485934223","2.1792131618388177","8.230765529294898","0.5362523976331555","0.2731860347239894","12.930071520587362","1.6925821605985494","4.7819521202083655","0.7389456694917607","0.5319110851952613","","","",""
